area_type,availability,location,size,society,total_sqft,bath,balcony,price,bath_balcony_ratio,property_type
Plot  Area,Ready To Move,Vasanth nagar,6 Bedroom,Ranor M,2295,3,0,650,inf,Plot
Built-up  Area,Ready To Move,Whitefield,5 Bedroom,Ranor M,4144,5,1,331,5,Flat+
Super built-up  Area,Ready To Move,Jogupalya,3 BHK,Ranor M,1800,3,1,130,3,Flat++
Super built-up  Area,Ready To Move,Jigani,3 BHK,DLhtsan,1221,3,3,65,1,Flat++
Super built-up  Area,18-Jun,8th Phase JP Nagar,2 BHK,Maian M,1046,2,1,48,2,Flat++
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Ayaya A,1290,2,3,56.12,0.67,Flat++
Built-up  Area,18-Dec,Electronic City Phase II,2 BHK,Sryalan,1065,2,1,30.76,2,Flat+
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,SoechHa,1850,4,2,121,2,Flat++
Super built-up  Area,Ready To Move,Battarahalli,2 BHK,SraveHi,1097,2,1,49,2,Flat++
Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,Mykyayi,1200,3,2,70,1.5,Flat++
Super built-up  Area,Ready To Move,Varthur,3 BHK,Aavelis,2160,3,2,170,1.5,Flat++
Super built-up  Area,18-May,Anekal,2 BHK,Aavelis,1140,2,2,52,1,Flat++
Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,Shers S,1297,2,2,98,1,Flat++
Super built-up  Area,Ready To Move,Padmanabhanagar,2 BHK,Shers S,1150,2,0,50,inf,Flat++
Super built-up  Area,Ready To Move,Kuvempu Nagar,2 BHK,Veisear,1375,2,1,45,2,Flat++
Super built-up  Area,Ready To Move,Babusapalaya,2 BHK,Veisear,1245,2,2,58,1,Flat++
Super built-up  Area,18-Mar,Vasanth nagar,4 BHK,Prian E,4750,6,1,948,6,Flat++
Built-up  Area,Ready To Move,Nagarbhavi,4 Bedroom,Mapleer,1800,3,0,180,inf,Flat+
Super built-up  Area,Ready To Move,Brookefield,3 BHK,Mapleer,1594,3,2,140,1.5,Flat++
Plot  Area,Ready To Move,TC Palaya,3 Bedroom,SunceEs,1200,2,0,66,inf,Plot
Super built-up  Area,18-Aug,Chandapura,1 BHK,SunceEs,645,1,1,16.45,1,Flat++
Super built-up  Area,20-Dec,Kanakpura Road,2 BHK,PrarePa,700,2,2,36,1,Flat++
Built-up  Area,Ready To Move,Rajaji Nagar,5 Bedroom,Arnis A,2500,4,0,650,inf,Flat+
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,Arnis A,1000,2,0,50,inf,Flat+
Plot  Area,Ready To Move,Whitefield,6 Bedroom,Adowslm,4000,5,1,540,5,Plot
Super built-up  Area,Ready To Move,Begur Road,2 BHK,MJarlPe,1160,2,2,42,1,Flat++
Plot  Area,Ready To Move,Uday Nagar,6 Bedroom,MJarlPe,1200,6,0,85,inf,Plot
Plot  Area,Ready To Move,OMBR Layout,5 Bedroom,MJarlPe,600,3,0,140,inf,Plot
Super built-up  Area,Ready To Move,Gopalkrishna Nagar,3 BHK,MJarlPe,1570,2,2,95,1,Flat++
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Adeatlm,1290,2,2,88,1,Flat++
Super built-up  Area,Ready To Move,Kudlu Gate,2 BHK,Soond R,1200,2,1,44.4,2,Flat++
Super built-up  Area,20-Apr,Langford Gardens,3 BHK,Soond R,2777.29,5,2,649,2.5,Flat++
Super built-up  Area,Ready To Move,Shanti Nagar,3 BHK,VentsAp,2250,3,0,180,inf,Flat++
Built-up  Area,Ready To Move,Defence Colony,2 BHK,Inshath,1270,2,2,172,1,Flat+
Super built-up  Area,Ready To Move,Akshayanagara East,2 BHK,Prncyay,1145,2,2,44,1,Flat++
Super built-up  Area,Ready To Move,Chikkabanavar,3 BHK,Sryalan,1320,2,2,46,1,Flat++
Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,Sryalan,1065,2,1,30.75,2,Flat+
Built-up  Area,18-Mar,Whitefield,3 BHK,MKensi ,1650,3,2,48,1.5,Flat+
Super built-up  Area,18-Apr,Sarjapur  Road,2 BHK,PualeSk,1371,2,1,86,2,Flat++
Built-up  Area,Ready To Move,Doddanakunte,5 Bedroom,Goty  E,2700,5,2,150,2.5,Flat+
Super built-up  Area,Ready To Move,Electronic City,3 BHK,Goty  E,1575,3,1,94.5,3,Flat++
Super built-up  Area,18-Jan,Yelahanka,2 BHK,Prensya,1362,2,2,66,1,Flat++
Built-up  Area,18-Mar,Bettahalsoor,5 Bedroom,Toainnt,3210,3,1,353,3,Flat+
Super built-up  Area,Ready To Move,Haralur Road,3 BHK,Ozensve,1255,3,1,90,3,Flat++
Super built-up  Area,Ready To Move,Whitefield,2 BHK,DSrry S,925,2,1,35,2,Flat++
Super built-up  Area,19-Dec,Electronics City Phase 1,2 BHK,DSrry S,1088,2,1,30.46,2,Flat++
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,NCowsar,1234,2,2,80,1,Flat++
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,PraleSi,2140,3,2,139,1.5,Flat++
Super built-up  Area,Ready To Move,Thubarahalli,3 BHK,ShdhiSa,1584,3,2,101,1.5,Flat++
Super built-up  Area,Ready To Move,Whitefield,2 BHK,BMttaor,1175,2,2,50,1,Flat++
Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,3 BHK,SunceEs,1555,3,3,52,1,Flat++
Super built-up  Area,18-Jul,Chandapura,1 BHK,SunceEs,645,1,1,16.45,1,Flat++
Super built-up  Area,Ready To Move,Dodda Nekkundi,3 BHK,Vandaac,1585,2,2,79,1,Flat++
Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,Mahosya,1354,2,2,71,1,Flat++
Super built-up  Area,18-Jun,Madiwala,2 BHK,Mahosya,1165,2,2,45,1,Flat++
Built-up  Area,Ready To Move,Kumaraswami Layout,3 Bedroom,Mahosya,1200,3,1,75,3,Flat+
Super built-up  Area,Ready To Move,Hebbal,3 BHK,Mahosya,1740,2,1,137,2,Flat++
Plot  Area,Ready To Move,Hebbal,9 Bedroom,AsNowre,1200,9,1,185,9,Plot
Super built-up  Area,20-Dec,Rachenahalli,2 BHK,AsNowre,985,2,1,50.17,2,Flat++
Plot  Area,18-Nov,Chandapura,2 Bedroom,Pruthg ,1200,2,1,36,2,Plot
Plot  Area,Ready To Move,Kattigenahalli,3 Bedroom,Pruthg ,600,4,2,70,2,Plot
Super built-up  Area,Ready To Move,Duddanahalli,3 BHK,Pruthg ,1340,2,2,47,1,Flat++
Super built-up  Area,20-Aug,Begur Road,3 BHK,Pruthg ,1583,3,1,95.23,3,Flat++
Plot  Area,Ready To Move,"Beml layout, Rajarajeshwari nagar",4 Bedroom,PrarePa,1200,5,1,325,5,Plot
Plot  Area,Ready To Move,Basaveshwara Nagar,2 Bedroom,PrarePa,1200,1,1,180,1,Plot
Super built-up  Area,22-Dec,Bannerghatta Road,2 BHK,PrarePa,1115 - 1130,2,0,61.74,inf,Flat++
Super built-up  Area,17-Dec,Thanisandra,3 BHK,Bhmesy ,1573,3,2,100,1.5,Flat++
Super built-up  Area,18-Jan,CV Raman Nagar,2 BHK,Saensar,1227,2,2,42.88,1,Flat++
Super built-up  Area,Ready To Move,Yemlur,2 BHK,Saensar,1210,2,1,60,2,Flat++
Super built-up  Area,19-Feb,Basavangudi,3 BHK,Nencei ,1650,3,3,125,1,Flat++
Plot  Area,Ready To Move,Chikkalasandra,5 Bedroom,Nencei ,1000,4,2,300,2,Plot
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,Nencei ,1485,2,2,63,1,Flat++
Super built-up  Area,Ready To Move,Haralur Road,3 BHK,DSimaUl,1735,3,2,97,1.5,Flat++
Super built-up  Area,Ready To Move,Hebbal Kempapura,3 BHK,Goateds,1730,3,2,175,1.5,Flat++
Super built-up  Area,Ready To Move,Sector 1 HSR Layout,3 BHK,Spngsin,1684,3,2,86,1.5,Flat++
Super built-up  Area,Ready To Move,Sai Gardens,3 BHK,Alivae ,1686,3,3,77,1,Flat++
Super built-up  Area,Ready To Move,Bikasipura,3 BHK,Soionar,1654,3,3,82,1,Flat++
Built-up  Area,Ready To Move,Green Glen Layout,3 BHK,Soionar,1600,3,3,105,1,Flat+
Built-up  Area,Ready To Move,KR Puram,2 BHK,SNity S,1100,2,1,39.9,2,Flat+
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1655,3,3,95,1,Flat++
Super built-up  Area,Ready To Move,Hennur,3 BHK,Bront A,1830,3,3,121,1,Flat++
Super built-up  Area,18-Apr,Hebbal,3 BHK,Arcia S,1430,3,1,85,3,Flat++
Super built-up  Area,Ready To Move,Judicial Layout,3 BHK,HRnyaAn,1989,4,3,155,1.33,Flat++
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,MamelKa,1044,2,2,55,1,Flat++
Super built-up  Area,Ready To Move,Banashankari,3 BHK,Sksia A,1426,3,2,85,1.5,Flat++
Super built-up  Area,Ready To Move,Choodasandra,2 BHK,GRhtiru,1115,2,2,50,1,Flat++
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Prdomt ,1000,2,1,29,2,Flat++
Plot  Area,18-Jan,Kathriguppe,2 Bedroom,Sryalan,754,2,0,69.99,inf,Plot
Built-up  Area,18-Dec,Electronic City Phase II,2 BHK,Sryalan,1140,2,1,33.06,2,Flat+
Super built-up  Area,Ready To Move,Kodichikkanahalli,2 BHK,SLenssh,900,2,1,35,2,Flat++
Built-up  Area,Ready To Move,Gulakamale,2 BHK,SLenssh,1200,2,3,50,0.67,Flat+
Built-up  Area,Ready To Move,Malleshwaram,1 BHK,Aaentpa,580,1,1,45,1,Flat+
Plot  Area,Ready To Move,TC Palaya,3 Bedroom,Sadhii ,1200,2,0,66,inf,Plot
Super built-up  Area,18-Apr,Munnekollal,2 BHK,Sadhii ,1030,2,1,50.36,2,Flat++
Super built-up  Area,Ready To Move,Koramangala,3 BHK,SKthaAa,1910,4,3,150,1.33,Flat++
Super built-up  Area,Ready To Move,Mahalakshmi Puram,3 BHK,SKthaAa,1950,3,3,132,1,Flat++
Super built-up  Area,Ready To Move,Kundalahalli,3 BHK,Dieldli,1724,3,1,125,3,Flat++
Plot  Area,Ready To Move,Konanakunte Cross,3 Bedroom,Bisic C,1200,2,2,130,1,Plot
Plot  Area,Ready To Move,Rajaji Nagar,2 Bedroom,Bisic C,1314,2,0,225,inf,Plot
Built-up  Area,Ready To Move,Kothanur,2 BHK,Bisic C,1400,2,2,65,1,Flat+
Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,ReudePr,1400,2,2,68,1,Flat++
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,ReudePr,1115,2,2,44.6,1,Flat++
Built-up  Area,Ready To Move,Bharathi Nagar,2 BHK,ReudePr,1300,2,2,55.86,1,Flat+
Built-up  Area,Ready To Move,Arishinakunte,4 Bedroom,Soazak ,2400,4,1,150,4,Flat+
Super built-up  Area,19-Jul,Kanakpura Road,2 BHK,Soazak ,1332,2,1,108,2,Flat++
Super built-up  Area,Ready To Move,Abbigere,2 BHK,SLtias ,1000,2,1,41,2,Flat++
Plot  Area,18-Dec,Whitefield,3 Bedroom,GMown E,1200,3,2,67.75,1.5,Plot
Built-up  Area,Ready To Move,Whitefield,4 BHK,GMown E,2444,4,1,145,4,Flat+
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1070,2,1,48,2,Flat++
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Reciale,1600,3,1,85,3,Flat++
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,GMown E,1196,2,2,57.95,1,Flat++
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1025,2,1,54,2,Flat++
Super built-up  Area,Ready To Move,Choodasandra,3 BHK,GRhtiru,1220,3,2,56,1.5,Flat++
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Adeatlm,2180,4,3,180,1.33,Flat++
Super built-up  Area,Ready To Move,Jakkasandra,3 BHK,LuntsAp,1600,3,2,102,1.5,Flat++
Built-up  Area,Ready To Move,Whitefield,2 BHK,Mithmn ,1270,2,1,110,2,Flat+
Built-up  Area,Ready To Move,Shanthala Nagar,3 BHK,SoineC ,3290,4,2,460,2,Flat+
Super built-up  Area,22-May,Jakkur,3 BHK,SoineC ,1932.47,3,2,183,1.5,Flat++
Super built-up  Area,Ready To Move,Jalahalli,3 BHK,Tahtsla,2086,3,2,160,1.5,Flat++
Super built-up  Area,19-Dec,Old Madras Road,2 BHK,SheldGr,1165,2,1,51.42,2,Flat++
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,Brway G,1310,3,1,63.25,3,Flat++
Super built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,Brway G,1440,2,2,165,1,Flat++
Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,KHityry,1900,3,2,85,1.5,Flat++
Built-up  Area,Ready To Move,Chandapura,2 BHK,KHityry,740,1,1,22,1,Flat+
Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,IBityin,2503,3,3,138,1,Flat++
Super built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,Mangsr ,1075,2,2,60,1,Flat++
Super built-up  Area,18-Aug,Bellandur,2 BHK,NiCodCa,1260,2,2,83.5,1,Flat++
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,Pyikad ,1282,2,1,48.72,2,Flat++
Built-up  Area,Ready To Move,Tumkur Road,4 Bedroom,Soweray,1100,2,1,60,2,Flat+
Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,Soweray,1717,3,3,125,1,Flat++
Super built-up  Area,18-May,Chellikere,2 BHK,Vaderla,1088,2,2,46,1,Flat++
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,Vaderla,1335,2,1,56,2,Flat++
Super built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,Unentsi,1200,2,1,42,2,Flat++
Super built-up  Area,Ready To Move,Garudachar Palya,3 BHK,BSensth,1325,2,2,60,1,Flat++
Super built-up  Area,Ready To Move,JP Nagar,2 BHK,BSensth,1157,2,1,73,2,Flat++
Super built-up  Area,21-Dec,KR Puram,4 BHK,Moquach,2204 - 2362,2,1,121,2,Flat++
Super built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,Cemesal,1200,2,1,54,2,Flat++
Super built-up  Area,Ready To Move,Pai Layout,3 BHK,Cemesal,1510,2,2,65,1,Flat++
Super built-up  Area,Ready To Move,Bommanahalli,2 BHK,Jaw 2 L,1050,2,2,54,1,Flat++
Super built-up  Area,Ready To Move,Chikkadunnasandra,2 BHK,Kr 10Ca,1200,2,2,45,1,Flat++
Super built-up  Area,18-May,Binny Pete,3 BHK,Shestlo,1516,3,1,147,3,Flat++
Plot  Area,Ready To Move,Indira Nagar,6 Bedroom,MVisear,2400,6,2,475,3,Plot
Super built-up  Area,18-Dec,Channasandra,2 BHK,MVisear,1050,2,1,44.41,2,Flat++
Plot  Area,Ready To Move,Hegde Nagar,2 Bedroom,Cadel C,1000,2,0,66,inf,Plot
Super built-up  Area,18-Mar,9th Phase JP Nagar,2 BHK,Cadel C,1050,2,2,35,1,Flat++
Plot  Area,Ready To Move,JP Nagar,4 Bedroom,Cadel C,600,5,1,110,5,Plot
Super built-up  Area,Ready To Move,BEML Layout,2 BHK,Cadel C,1194,2,1,65,2,Flat++
Plot  Area,Ready To Move,Ananth Nagar,4 Bedroom,Cadel C,600,3,2,62,1.5,Plot
Super built-up  Area,Ready To Move,Hormavu,2 BHK,Cadel C,1210,2,3,69,0.67,Flat++
Super built-up  Area,Ready To Move,Whitefield,3 BHK,SuezeLa,1660,3,1,110,3,Flat++
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,Rintspa,1410,2,3,125,0.67,Flat++
Super built-up  Area,18-Jun,Electronics City Phase 1,2 BHK,Shitt S,1305,2,1,67,2,Flat++
Built-up  Area,Ready To Move,Kavika Layout,6 BHK,Malmser,1800,6,2,101,3,Flat+
Built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,Malmser,1206,2,3,53,0.67,Flat+
Super built-up  Area,Ready To Move,Kambipura,2 BHK,Prrtht ,883,2,1,49,2,Flat++
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,Amarere,1150,2,2,55,1,Flat++
Carpet  Area,Ready To Move,Dinnur,2 BHK,Gaaran ,1100,2,1,65,2,Flat
Super built-up  Area,Ready To Move,Banashankari Stage II,2 BHK,Sillaa ,1245,2,1,125,2,Flat++
Built-up  Area,Ready To Move,Cooke Town,3 BHK,Sillaa ,1850,3,3,110,1,Flat+
Built-up  Area,18-Mar,Hoodi,4 Bedroom,Suiseit,3385,4,1,220,4,Flat+
Super built-up  Area,Ready To Move,Sompura,4 BHK,Suiseit,2150,3,2,85,1.5,Flat++
Super built-up  Area,Ready To Move,Hebbal,3 BHK,RMudeat,3895,3,1,390,3,Flat++
Super built-up  Area,17-Sep,Lingarajapuram,2 BHK,Mileeou,1035,2,2,55,1,Flat++
Super built-up  Area,Ready To Move,Nandini Layout,2 BHK,Mileeou,600,3,2,72,1.5,Flat++
Super built-up  Area,Ready To Move,Zuzuvadi,3 BHK,Mileeou,1200,3,3,75,1,Flat++
Super built-up  Area,Ready To Move,Hennur Road,2 BHK,Mileeou,1155,2,1,69.18,2,Flat++
Plot  Area,Ready To Move,BCC Layout,7 Bedroom,Shitt S,1200,6,2,235,3,Plot
Super built-up  Area,Ready To Move,Electronics City Phase 1,1 BHK,Shitt S,755,1,0,30.12,inf,Flat++
Built-up  Area,Ready To Move,Ramamurthy Nagar,2 BHK,JHk 1en,960,2,2,35,1,Flat+
Super built-up  Area,Ready To Move,Harsha Layout,1 BHK,GrrvaGr,450,1,1,20,1,Flat++
Super built-up  Area,Ready To Move,Infantry Road,5 BHK,GrrvaGr,4000,5,3,680,1.67,Flat++
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1571,3,3,53.12,1,Flat++
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Klark L,1691,3,2,119,1.5,Flat++
Super built-up  Area,19-Dec,Kanakapura,3 BHK,GoityEt,1489,2,1,70,2,Flat++
Built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,Malowr ,800,2,1,32,2,Flat+
Built-up  Area,Ready To Move,Jalahalli,3 BHK,DSons S,980,2,2,60,1,Flat+
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,SNity S,1215,2,1,65,2,Flat++
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,Srure S,911,2,1,26.5,2,Flat++
Super built-up  Area,Ready To Move,Bellandur,3 BHK,Srure S,1535,3,1,90,3,Flat++
Plot  Area,Ready To Move,5th Block Hbr Layout,5 Bedroom,GModsNR,1200,5,1,205,5,Plot
Super built-up  Area,Ready To Move,R.T. Nagar,3 BHK,GModsNR,1500,2,1,70,2,Flat++
Built-up  Area,Ready To Move,Brookefield,2 BHK,ARnts A,1588,2,3,58,0.67,Flat+
Plot  Area,Ready To Move,Horamavu Banaswadi,4 Bedroom,VBownre,675,4,2,68,2,Plot
Built-up  Area,17-Sep,Kannamangala,2 BHK,VBownre,957,2,2,56,1,Flat+
Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,Sryalan,1200,2,1,34.65,2,Flat+
Super built-up  Area,Ready To Move,Kanakapura main  Road,3 BHK,Prityel,1495,2,2,52.33,1,Flat++
Built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,Prityel,845,2,0,34,inf,Flat+
Built-up  Area,Ready To Move,Padmanabhanagar,4 BHK,SoniaEt,3000,4,2,350,2,Flat+
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,SoniaEt,2206,4,1,180,4,Flat++
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,PuandHi,1181,2,1,61,2,Flat++
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,PuandHi,1309,2,3,69.5,0.67,Flat++
Built-up  Area,Ready To Move,Horamavu Agara,3 Bedroom,PuandHi,1400,3,3,63,1,Flat+
Plot  Area,Ready To Move,B Channasandra,5 Bedroom,PuandHi,1650,5,1,450,5,Plot
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,PuandHi,1622,3,2,95,1.5,Flat++
Super built-up  Area,18-Apr,CV Raman Nagar,2 BHK,Reicace,1225,2,2,48,1,Flat++
Super built-up  Area,Ready To Move,Jakkur Plantation,3 BHK,Reicace,1719,3,3,95,1,Flat++
Super built-up  Area,Ready To Move,Abbigere,2 BHK,SLtias ,995,2,1,40.8,2,Flat++
Super built-up  Area,Ready To Move,Mahadevpura,2 BHK,Goner C,1120,2,2,53,1,Flat++
Super built-up  Area,Ready To Move,Bellandur,2 BHK,Goner C,1047,2,1,75,2,Flat++
Super built-up  Area,18-Apr,Devanahalli,3 BHK,Sabixtt,1466,3,3,59.96,1,Flat++
Super built-up  Area,18-Dec,Sarjapur  Road,3 BHK,Klark L,1691,3,2,100,1.5,Flat++
Super built-up  Area,20-Dec,Chandapura,2 BHK,PavesGr,876,2,2,28.47,1,Flat++
Super built-up  Area,18-May,CV Raman Nagar,3 BHK,Pu270a ,1659,3,1,135,3,Flat++
Super built-up  Area,Ready To Move,Whitefield,2 BHK,BrlisCo,1270,2,1,105,2,Flat++
Super built-up  Area,Ready To Move,8th Phase JP Nagar,3 BHK,MBodsen,1269,2,3,50.75,0.67,Flat++
Super built-up  Area,Ready To Move,Kammanahalli,2 BHK,Suvasre,1200,3,2,80,1.5,Flat++
Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1153,2,2,56.5,1,Flat++
Super built-up  Area,Ready To Move,Whitefield,2 BHK,CalanGo,1315,2,2,69.5,1,Flat++
Plot  Area,Ready To Move,Hebbal Kempapura,4 Bedroom,Sahtsva,2485,4,2,198,2,Plot
Super built-up  Area,Ready To Move,Tumkur Road,3 BHK,Sahtsva,1354,3,1,85.86,3,Flat++
Plot  Area,Ready To Move,Whitefield,4 Bedroom,Enodsed,1344,3,1,130,3,Plot
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,PrrloMo,1180,2,1,55,2,Flat++
Super built-up  Area,18-Apr,Jalahalli,2 BHK,Cuohahi,1313,2,2,68,1,Flat++
Super built-up  Area,Ready To Move,Nehru Nagar,2 BHK,Veyalin,1100,2,2,50,1,Flat++
Plot  Area,Ready To Move,Nagarbhavi,4 Bedroom,Prodsth,600,4,1,78,4,Plot
Built-up  Area,Ready To Move,Basaveshwara Nagar,3 Bedroom,Prodsth,1200,3,0,190,inf,Flat+
Plot  Area,Ready To Move,Srinagar,6 Bedroom,Prodsth,625,3,3,78,1,Plot
Super built-up  Area,Ready To Move,Vishwapriya Layout,2 BHK,Prodsth,890,2,3,37,0.67,Flat++
Super built-up  Area,20-Dec,Whitefield,2 BHK,Oreldhi,1173,2,1,78.2,2,Flat++
Super built-up  Area,Ready To Move,Reliaable Tranquil Layout,2 BHK,Myhrie ,1190,2,1,55,2,Flat++
Built-up  Area,Ready To Move,Green Glen Layout,2 BHK,Caycend,1250,2,0,75,inf,Flat+
Super built-up  Area,19-Dec,Hoodi,3 BHK,Caycend,1644,3,3,80.51,1,Flat++
Plot  Area,Ready To Move,Yelahanka New Town,3 Bedroom,BrdgeNo,1740,3,2,150,1.5,Plot
Super built-up  Area,Ready To Move,Jakkur,3 BHK,BrdgeNo,1710,3,2,110,1.5,Flat++
Plot  Area,Ready To Move,5th Phase JP Nagar,4 Bedroom,Prersis,1000,4,2,130,2,Plot
Super built-up  Area,18-Feb,Hebbal,3 BHK,Prersis,1662,3,2,155,1.5,Flat++
Super built-up  Area,Ready To Move,Virupakshapura,2 BHK,Seamaha,1162,2,1,48,2,Flat++
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Prineth,1362,2,3,85,0.67,Flat++
Super built-up  Area,Ready To Move,Bhagyalakshmi Avenue,1 BHK,Prineth,540,1,1,22.5,1,Flat++
Super built-up  Area,18-Nov,Thanisandra,3 BHK,Bhe 2ko,1437 - 1629,3,0,75.885,inf,Flat++
Plot  Area,Ready To Move,Masjid e Alkareem,5 Bedroom,Saacesa,900,4,1,62,4,Plot
Plot  Area,Ready To Move,Sarjapur  Road,4 Bedroom,Saacesa,1250,4,3,135,1.33,Plot
Super built-up  Area,Ready To Move,Begur Road,3 BHK,Dhalsh ,1410,2,3,54.99,0.67,Flat++
Plot  Area,Ready To Move,Chikka Tirupathi,4 Bedroom,Theanmp,2665,5,3,125,1.67,Plot
Built-up  Area,Ready To Move,Singapura Village,2 BHK,SNnia E,970,2,0,45,inf,Flat+
Built-up  Area,Ready To Move,Kavika Layout,6 BHK,SNnia E,1799,6,3,101,2,Flat+
Plot  Area,Ready To Move,8th Block Jayanagar,6 Bedroom,SNnia E,1500,6,1,300,6,Plot
Plot  Area,Ready To Move,Uttarahalli,4 Bedroom,SNnia E,1200,4,3,155,1.33,Plot
Super built-up  Area,18-Dec,Haralur Road,3 BHK,SNnia E,1810,3,2,97.83,1.5,Flat++
Super built-up  Area,Ready To Move,Sathya Layout,2 BHK,Aklia R,1084,2,1,51,2,Flat++
Super built-up  Area,Ready To Move,Doddabanahalli,3 BHK,Aklia R,1500,3,2,85,1.5,Flat++
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Aklia R,1328,2,1,56,2,Flat++
Built-up  Area,Ready To Move,Marathahalli,3 BHK,Saood S,1485,2,2,90,1,Flat+
Super built-up  Area,Ready To Move,Pai Layout,3 BHK,Saood S,1500,2,2,58,1,Flat++
Super built-up  Area,Ready To Move,R.T. Nagar,2 BHK,Shusehi,1100,2,2,85,1,Flat++
Super built-up  Area,Ready To Move,Seetharampalya,3 BHK,Dwntsli,1360,2,2,73,1,Flat++
Super built-up  Area,Ready To Move,1st Phase JP Nagar,2 BHK,Brods W,900,2,1,75,2,Flat++
Plot  Area,Ready To Move,SMV layout,3 Bedroom,Brods W,600,3,3,86,1,Plot
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,Brods W,1031,2,1,54.48,2,Flat++
Super built-up  Area,20-Aug,Whitefield,2 BHK,Bhath N,850 - 1060,2,0,38.19,inf,Flat++
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,RInceeg,1040,2,2,36.4,1,Flat++
Built-up  Area,Ready To Move,KR Puram,7 Bedroom,RInceeg,2800,6,1,110,6,Flat+
Super built-up  Area,Ready To Move,Kothannur,3 BHK,RInceeg,1404,2,1,56.15,2,Flat++
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,RInceeg,1200,2,2,46,1,Flat++
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,PuziaVe,1267,3,1,78,3,Flat++
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1510,2,3,110,0.67,Flat++
Super built-up  Area,21-Sep,Kanakpura Road,2 BHK,PrarePa,900,2,1,42,2,Flat++
Super built-up  Area,Ready To Move,Whitefield,3 BHK,Asarqz ,1457,2,2,105,1,Flat++
Super built-up  Area,Ready To Move,Iblur Village,4 BHK,Emine P,3596,4,2,268,2,Flat++
Super built-up  Area,19-Mar,8th Phase JP Nagar,3 BHK,Vaarech,1408,3,2,80,1.5,Flat++
Built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,MavarSa,1005,2,2,45,1,Flat+
Plot  Area,Ready To Move,Dodsworth Layout,6 Bedroom,Assha A,30400,4,2,1824,2,Plot
Built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,Assha A,545,1,1,28,1,Flat+
Built-up  Area,Ready To Move,"Sarjapur Road, ",2 BHK,Sodgere,1182,2,1,64,2,Flat+
